Facility Name,Facility Name Normalized,Changed,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score,VlookupMatch
Woodridge,WOODRIDGE HEALTHCARE,,WOODRIDGE HEALTHCARE,20201104,OH,BUTLER,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOODRIDGE HEALTHCARE,100,True
Arbors of Minerva,ARBORS AT MINERVA,,ARBORS AT MINERVA,20201104,OH,CARROLL,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBORS AT MINERVA,100,True
Carroll Healthcare Center,CARROLL HEALTH CARE CENTER,x,CARROLL HEALTH CARE CENTER,20201104,OH,CARROLL,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARROLL HEALTH CARE CENTER,100,True
Centreville Village Assisted Living,CENTREVILLE VILLAGE ASSISTED LIVING,,,20201104,OH,CARROLL,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOWERSTON HILLS NURSING AND REHABILITATION,42,False
Countryview Manor,COUNTRYVIEW MANOR,,,20201022,OH,CARROLL,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOWERSTON HILLS NURSING AND REHABILITATION,32,False
Golden Age Retreat,GOLDEN AGE RETREAT,,,20201104,OH,CARROLL,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOWERSTON HILLS NURSING AND REHABILITATION,45,False
Saint Johns Villa,SAINT JOHNS VILLA,,,20201104,OH,CARROLL,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOWERSTON HILLS NURSING AND REHABILITATION,42,False
McAuley Nursing Home,MCAULEY NURSING HOME,,,20201104,OH,CHAMPAIGN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERCY - MCAULEY CENTER,52,False
Urbana Place,URBANA PLACE,,,20201104,OH,CHAMPAIGN,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URBANA HEALTH AND REHABILITATION CENTER,86,False
Allen View Healthcare Center,ALLEN VIEW HEALTHCARE CENTER,,ALLEN VIEW HEALTHCARE CENTER,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALLEN VIEW HEALTHCARE CENTER,100,True
Arbors at Springfield,ARBORS AT SPRINGFIELD,,ARBORS AT SPRINGFIELD,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBORS AT SPRINGFIELD,100,True
Brookdale Buck Creek,BROOKDALE BUCK CREEK,,,20201104,OH,CLARK,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOUTHBROOK CARE CENTER,52,False
Dayspring of Miami Valley,DAYSPRING OF MIAMI VALLEY HEALTH CARE CENTER AND REHABILITATION,,DAYSPRING OF MIAMI VALLEY HEALTH CARE CENTER AND REHABILITATION,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAYSPRING OF MIAMI VALLEY HEALTH CARE CENTER AND REHABILITATION,100,True
Developmental Disabilities of Clark County,DEVELOPMENTAL DISABILITIES OF CLARK COUNTY,,,20201022,OH,CLARK,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAYVIEW CARE CENTER,50,False
El Camino,EL CAMINO,,,20201104,OH,CLARK,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPRINGFIELD MASONIC COMMUNITY,50,False
Forest Glen Health Campus,FOREST GLEN HEALTH CAMPUS,,FOREST GLEN HEALTH CAMPUS,20201104,OH,CLARK,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOREST GLEN HEALTH CAMPUS,100,True
Fox Run Senior Living,FOX RUN SENIOR LIVING,,,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPRINGFIELD NURSING AND INDEPENDENT LIVING,86,False
Hearth and Home At Harding,HEARTH AND HOME AT HARDING,,,20201104,OH,CLARK,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPRINGFIELD NURSING AND INDEPENDENT LIVING,86,False
Northwood,NORTHWOOD,,,20201104,OH,CLARK,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOODED GLEN HEALTH CAMPUS,57,False
Oakwood Village,OAKWOOD VILLAGE,,OAKWOOD VILLAGE,20201104,OH,CLARK,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAKWOOD VILLAGE,100,True
Ohio Masonic Home,OHIO MASONIC HOME,,,20201104,OH,CLARK,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPRINGFIELD MASONIC COMMUNITY,86,False
Southbrook Care Center,SOUTHBROOK CARE CENTER,,SOUTHBROOK CARE CENTER,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOUTHBROOK CARE CENTER,100,True
Vancrest at New Carlisle,VANCREST AT NEW CARLISLE,,,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAYVIEW CARE CENTER,45,False
Villa Springfield,VILLA SPRINGFIELD REHABILITATION AND HEALTHCARE CENTER,,VILLA SPRINGFIELD REHABILITATION AND HEALTHCARE CENTER,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VILLA SPRINGFIELD REHABILITATION AND HEALTHCARE CENTER,100,True
Wooded Glen Health Campus,WOODED GLEN HEALTH CAMPUS,,WOODED GLEN HEALTH CAMPUS,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOODED GLEN HEALTH CAMPUS,100,True
Arbors of Milford,ARBORS AT MILFORD,,ARBORS AT MILFORD,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBORS AT MILFORD,100,True
Batavia Nursing Care Center,BATAVIA NURSING CARE CENTER,,BATAVIA NURSING CARE CENTER,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATAVIA NURSING CARE CENTER,100,True
Eastgatespring Rehab Nursing Care Center,EASTGATE HEALTH CARE CENTER,,EASTGATE HEALTH CARE CENTER,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTGATE HEALTH CARE CENTER,100,True
Florentine Gardens,FLORENTINE GARDENS,,FLORENTINE GARDENS,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLORENTINE GARDENS,100,True
Laurels of Milford,LAURELS OF MILFORD,,,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE LAURELS OF MILFORD,95,False
Magnolia Springs Loveland,MAGNOLIA SPRINGS LOVELAND,,,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTERBEIN LOVELAND,60,False
Morris Nursing Home,MORRIS NURSING HOME,,MORRIS NURSING HOME,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORRIS NURSING HOME,100,True
Otterbein-Batavia,OTTERBEIN BATAVIA,,,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTERBEIN LOVELAND,69,False
Otterbein-Loveland,OTTERBEIN LOVELAND,,OTTERBEIN LOVELAND,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTERBEIN LOVELAND,100,True
Pinebrook Retirement Living,PINEBROOK RETIREMENT LIVING,,,20201022,OH,CLERMONT,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLEN,45,False
Pinebrook Retirement Living - Assisted Living,PINEBROOK RETIREMENT LIVING - ASSISTED LIVING,,,20201104,OH,CLERMONT,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VENETIAN GARDENS,45,False
Sem Haven,S.E.M. HAVEN HEALTH CARE CENTER,x,S.E.M. HAVEN HEALTH CARE CENTER,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.E.M. HAVEN HEALTH CARE CENTER,100,True
Siena Gardens Rehabilitation and Transitional Care,SIENA GARDENS REHABILITATION AND TRANSITIONAL CARE,x,SIENA GARDENS REHABILITATION AND TRANSITIONAL CARE,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIENA GARDENS REHABILITATION AND TRANSITIONAL CARE,100,True
The Atlantes,ATLANTES,x,ATLANTES,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATLANTES,100,True
The Glen,GLEN,x,GLEN,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLEN,100,True
Venetian Gardens,VENETIAN GARDENS,,VENETIAN GARDENS,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VENETIAN GARDENS,100,True
Cape May,OHIO LIVING CAPE MAY,x,OHIO LIVING CAPE MAY,20201104,OH,CLINTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING CAPE MAY,100,True
Continental Manor,CONTINENTAL MANOR NURSING AND REHABILITATION CENTER,,CONTINENTAL MANOR NURSING AND REHABILITATION CENTER,20201104,OH,CLINTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTINENTAL MANOR NURSING AND REHABILITATION CENTER,100,True
The Laurels of Blanchester,LAURELS OF BLANCHESTER,x,LAURELS OF BLANCHESTER,20201104,OH,CLINTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF BLANCHESTER,100,True
Wilmington Nursing and Rehab Center,WILMINGTON NURSING AND REHABILITATION CENTER,,WILMINGTON NURSING AND REHABILITATION CENTER,20201104,OH,CLINTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WILMINGTON NURSING AND REHABILITATION CENTER,100,True
Auburn Skilled Nursing and Rehabilitation,AUBURN SKILLED NURSING AND REHABILITATION,,AUBURN SKILLED NURSING AND REHABILITATION,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUBURN SKILLED NURSING AND REHABILITATION,100,True
Blossom Nursing and Rehabilitation,BLOSSOM NURSING AND REHABILITATION CENTER,,BLOSSOM NURSING AND REHABILITATION CENTER,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOSSOM NURSING AND REHABILITATION CENTER,100,True
Brookdale Salem,BROOKDALE SALEM,,,20201104,OH,COLUMBIANA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SALEM NORTH HEALTHCARE CENTER,86,False
Courtyard of Lexington,COURTYARD OF LEXINGTON,,,20201104,OH,COLUMBIANA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIRCLE OF CARE,86,False
Salem North,SALEM NORTH HEALTHCARE CENTER,,SALEM NORTH HEALTHCARE CENTER,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SALEM NORTH HEALTHCARE CENTER,100,True
Salem west,SALEM WEST HEALTHCARE CENTER,,SALEM WEST HEALTHCARE CENTER,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SALEM WEST HEALTHCARE CENTER,100,True
Valley Oaks Care Center,VALLEY OAKS CARE CENTER,,VALLEY OAKS CARE CENTER,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VALLEY OAKS CARE CENTER,100,True
Whispering Pines Village,WHISPERING PINES VILLAGE,,,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VISTA CENTER,43,False
Windsor House at Parkside Health Care Center,WINDSOR HOUSE AT PARKSIDE NURSING AND REHABILITATION CENTER HEALTH CARE CENTER,,,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALCUTTA HEALTH CARE CENTER,86,False
circle of care,CIRCLE OF CARE,,CIRCLE OF CARE,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIRCLE OF CARE,100,True
Altercare of Coshocton,ALTERCARE COSHOCTON,x,ALTERCARE COSHOCTON,20201104,OH,COSHOCTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE COSHOCTON,100,True
Gentle Brook,GENTLE BROOK,,,20201104,OH,COSHOCTON,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIGNATURE HEALTHCARE OF COSHOCTON,43,False
Lafayette Pointe,LAFAYETTE POINTE NURSING AND REHABILITATION CENTER,,LAFAYETTE POINTE NURSING AND REHABILITATION CENTER,20201104,OH,COSHOCTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAFAYETTE POINTE NURSING AND REHABILITATION CENTER,100,True
SIGNATURE HEALTHCARE,SIGNATURE HEALTHCARE OF COSHOCTON,x,SIGNATURE HEALTHCARE OF COSHOCTON,20201104,OH,COSHOCTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIGNATURE HEALTHCARE OF COSHOCTON,100,True
Altercare Bucyrus,ALTERCARE OF BUCYRUS,,ALTERCARE OF BUCYRUS,20201104,OH,CRAWFORD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF BUCYRUS,100,True
Carlisle Place,CARLISLE PLACE,,,20201104,OH,CRAWFORD,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRESTLINE REHABILITATION AND NURSING CENTER,45,False
Crestline Rehabilitation and Nursing Center,CRESTLINE REHABILITATION AND NURSING CENTER,,CRESTLINE REHABILITATION AND NURSING CENTER,20201104,OH,CRAWFORD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRESTLINE REHABILITATION AND NURSING CENTER,100,True
Heartland Bucyrus,HEARTLAND OF BUCYRUS,,HEARTLAND OF BUCYRUS,20201104,OH,CRAWFORD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND OF BUCYRUS,100,True
Mill Creek Nursing and Rehabilitation,MILL CREEK NURSING AND REHABILITATION,,MILL CREEK NURSING AND REHABILITATION,20201104,OH,CRAWFORD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILL CREEK NURSING AND REHABILITATION,100,True
Orchard Park,ORCHARD PARK,,,20201104,OH,CRAWFORD,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIGNATURE HEALTHCARE OF GALION,38,False
ALTERCARE OF MAYFIELD,ALTERCARE OF MAYFIELD VILLAGE,,ALTERCARE OF MAYFIELD VILLAGE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF MAYFIELD VILLAGE,100,True
ANCORA MEMORY SUPPORT AT MT ALVERNA,ANCORA MEMORY SUPPORT AT MT ALVERNA,,,20201104,OH,CUYAHOGA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCGREGOR AT OVERLOOK,86,False
Aberdeen Crossings,ABERDEEN CROSSINGS,,,20201022,OH,CUYAHOGA,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAKER GARDENS NURSING AND REHABILITATION CENTER,55,False
Accord Care Community,ACCORD CARE COMMUNITY MIDDLEBURG HEIGHTS,,ACCORD CARE COMMUNITY MIDDLEBURG HEIGHTS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACCORD CARE COMMUNITY MIDDLEBURG HEIGHTS,100,True
Algart Health Care Inc,ALGART HEALTH CARE,,ALGART HEALTH CARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGART HEALTH CARE,100,True
Altenheim,ALTENHEIM,,ALTENHEIM,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTENHEIM,100,True
Ancora Memory Support at Mount Alverna,ANCORA MEMORY SUPPORT AT MOUNT ALVERNA,,,20201022,OH,CUYAHOGA,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCGREGOR AT OVERLOOK,86,False
Arden Courts of Parma,ARDEN COURTS OF PARMA,,,20201104,OH,CUYAHOGA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GARDENS OF MCGREGOR AND AMASA STONE,86,False
Aristocrat,ARISTOCRAT BEREA HEALTHCARE AND REHABILITATION,,ARISTOCRAT BEREA HEALTHCARE AND REHABILITATION,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARISTOCRAT BEREA HEALTHCARE AND REHABILITATION,100,True
Avenue Care Health and Rehab,AVENUE CARE HEALTH AND REHABILITATION,,AVENUE CARE HEALTH AND REHABILITATION,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVENUE CARE HEALTH AND REHABILITATION,100,True
BEREA ALZHEIMER,BEREA CENTER,x,BEREA CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEREA CENTER,100,True
BRIGHTON GARDENS,BRIGHTON GARDENS,,,20201104,OH,CUYAHOGA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GARDENS OF MCGREGOR AND AMASA STONE,86,False
Beachwood Commons,BEACHWOOD COMMONS,,,20201104,OH,CUYAHOGA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEACHWOOD POINTE CARE CENTER,86,False
Beachwood Pointe,BEACHWOOD POINTE CARE CENTER,,BEACHWOOD POINTE CARE CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEACHWOOD POINTE CARE CENTER,100,True
Bellfaire,BELLFAIRE,,,20201022,OH,CUYAHOGA,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'NEILL HEALTHCARE FAIRVIEW PARK,60,False
Braveheart IV,BRAVEHEART IV,,,20201022,OH,CUYAHOGA,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVENUE AT BROADVIEW HEIGHTS,56,False
Broadview Multicare,BROADVIEW MULTI CARE CENTER,,BROADVIEW MULTI CARE CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROADVIEW MULTI CARE CENTER,100,True
Brookdale Westlake Village CB,BROOKDALE WESTLAKE VILLAGE CB,,,20201022,OH,CUYAHOGA,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAE ANN WESTLAKE,86,False
Brookdale Westlake Village IL,BROOKDALE WESTLAKE VILLAGE IL,,,20201104,OH,CUYAHOGA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAE ANN WESTLAKE,86,False
Brookdale Westlake Village SNF,BROOKDALE WESTLAKE VILLAGE SNF,,,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAE ANN WESTLAKE,86,False
Brooklyn Pointe Assisted Living,BROOKLYN POINTE ASSISTED LIVING,,,20201104,OH,CUYAHOGA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHLAND POINTE HEALTH AND REHABILITATION CENTER,86,False
Cedarwood Plaza - Cleveland Heights,CEDARWOOD PLAZA - CLEVELAND HEIGHTS,,CEDARWOOD PLAZA - CLEVELAND HEIGHTS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEDARWOOD PLAZA - CLEVELAND HEIGHTS,100,True
Cityview Nursing and Rehabilitation Center,CITYVIEW NURSING AND REHABILITATION CENTER,,CITYVIEW NURSING AND REHABILITATION CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITYVIEW NURSING AND REHABILITATION CENTER,100,True
Consumer Support Services Group Homes - Willard House,CONSUMER SUPPORT SERVICES GROUP HOMES - WILLARD HOUSE,,,20201022,OH,CUYAHOGA,,Intermediate Care Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HANNA HOUSE SKILLED NURSING CE,86,False
Consumer Support Services Willard Home,CONSUMER SUPPORT SERVICES WILLARD HOME,,,20201104,OH,CUYAHOGA,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JENNINGS NURSING HOME,86,False
DEVON OAKS ASSISTED LIVING,DEVON OAKS ASSISTED LIVING,,,20201104,OH,CUYAHOGA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUDSON PARK,50,False
Danbury Senior,DANBURY SENIOR,,,20201104,OH,CUYAHOGA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MENORAH PARK CENTER FOR SENIOR,86,False
Devon Oaks Assisted Living,DEVON OAKS ASSISTED LIVING,,,20201022,OH,CUYAHOGA,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUDSON PARK,50,False
Diplomats Healthcare,DIPLOMATS HEALTHCARE,,DIPLOMATS HEALTHCARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIPLOMATS HEALTHCARE,100,True
ENNIS COURT,ENNIS COURT NURSING CARE,,ENNIS COURT NURSING CARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENNIS COURT NURSING CARE,100,True
East Park Retirement,EAST PARK CARE CENTER,,EAST PARK CARE CENTER,20201104,OH,CUYAHOGA,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAST PARK CARE CENTER,100,True
East Park Retirement Assisted Living,EAST PARK CARE CENTER ASSISTED LIVING,,,20201022,OH,CUYAHOGA,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELIZA BRYANT CENTER,86,False
Eliza Bryant Center,ELIZA BRYANT CENTER,,ELIZA BRYANT CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELIZA BRYANT CENTER,100,True
Eliza Jennings,ELIZA JENNINGS,,ELIZA JENNINGS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELIZA JENNINGS,100,True
Elizabeth Prentis,ELISABETH SEV PRENTISS CENTER FOR,x,ELISABETH SEV PRENTISS CENTER FOR,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELISABETH SEV PRENTISS CENTER FOR,100,True
Euclid Beach,EUCLID BEACH HEALTHCARE,,EUCLID BEACH HEALTHCARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUCLID BEACH HEALTHCARE,100,True
FALLING WATERS STRONGSVILLE,FALLING WATER HEALTHCARE CENTER,x,FALLING WATER HEALTHCARE CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALLING WATER HEALTHCARE CENTER,100,True
FOREST HILLS,FOREST HILLS,,,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEVEN HILLS HEALTH AND REHABILITATION CENTER,86,False
Fairfax healthcare,FAIRFAX HEALTH CARE CENTER,,FAIRFAX HEALTH CARE CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIRFAX HEALTH CARE CENTER,100,True
