,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation
150922,2020-11-01,235544,HALLMARK LIVING BENTON HARBOR,1385 E EMPIRE AVE,BENTON HARBOR,MI,49022,Y,Y,0.0,1.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,95.0,54.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,1.0,7.0,Y,0.0,2.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,18.5,0.0,0.0,Berrien,N,N,POINT (-86.425254 42.101516)
150986,2020-11-01,235400,WELLSPRING LUTHERAN SERVICES,1390 MAPLE DRIVE,FAIRVIEW,MI,48621,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,39.0,38.0,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,N,Y,N,0.0,1.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Oscoda,N,N,POINT (-84.044394 44.719938)
151000,2020-11-01,235530,MARYWOOD NURSING CARE CENTER,36975 W FIVE MILE RD,LIVONIA,MI,48154,Y,Y,0.0,15.0,2.0,7.0,0.0,2.0,2.0,13.0,0.0,2.0,103.0,81.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,Y,Y,N,Y,0.0,0.0,Y,1.0,18.0,1.0,19.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,86.4,24.7,28.6,Wayne,N,N,POINT (-83.41068000000001 42.396414)
151001,2020-11-01,235517,MEDILODGE OF CAMPUS AREA,2815 NORTHWIND DR,EAST LANSING,MI,48823,Y,Y,3.0,6.0,23.0,42.0,0.0,0.0,3.0,4.0,3.0,4.0,92.0,43.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,Y,N,N,N,,,,3.0,12.0,0.0,0.0,0.0,0.0,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,976.7,93.0,9.5,Ingham,Y,N,POINT (-84.454776 42.724993)
151022,2020-11-01,235377,VALLEY VIEW CARE CENTER,1050 FOUR MILE NW,GRAND RAPIDS,MI,49544,Y,Y,0.0,0.0,33.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,105.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,Y,Y,N,Y,0.0,0.0,Y,4.0,5.0,0.0,0.0,0.0,0.0,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,342.9,0.0,0.0,Kent,Y,N,POINT (-85.695375 43.029155)
151317,2020-11-01,235285,MEDILODGE OF LANSING,731 STARKWEATHER DR,LANSING,MI,48917,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,85.0,54.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,0.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Eaton,N,N,POINT (-84.654365 42.742509)
151432,2020-11-01,235331,MEDILODGE OF HOWELL,1333 W GRAND RIVER,HOWELL,MI,48843,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,219.0,193.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,11.0,25.0,Y,2.0,5.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Livingston,N,N,POINT (-83.949806 42.612457)
151442,2020-11-01,235373,NORTH OTTAWA CARE CENTER,18525 WOODLAND RIDGE DRIVE,SPRING LAKE,MI,49456,Y,Y,0.0,0.0,1.0,1.0,0.0,1.0,0.0,60.0,0.0,0.0,84.0,62.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,1.0,0.0,Y,0.0,2.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.1,0.0,0.0,Ottawa,N,Y,POINT (-86.239029 43.093319)
151463,2020-11-01,235365,SKLD LIVONIA,29270 MORLOCK,LIVONIA,MI,48152,Y,Y,0.0,9.0,0.0,13.0,0.0,1.0,0.0,48.0,0.0,24.0,110.0,93.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,1.0,5.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,139.8,258.1,184.6,Wayne,N,N,POINT (-83.334193 42.439839)
151468,2020-11-01,235027,EATON COUNTY MEDICAL CARE FACI,530 W BEECH ST,CHARLOTTE,MI,48813,Y,Y,0.0,3.0,5.0,9.0,6.0,162.0,0.0,34.0,0.0,0.0,142.0,130.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,21.0,2.0,Y,2.0,28.0,8.0,784.0,0.0,3.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,69.2,0.0,0.0,Eaton,Y,N,POINT (-84.843179 42.579033)
151509,2020-11-01,235176,TRANSITIONAL HEALTH SERVICES OF FREMONT,4554 W 48TH ST,FREMONT,MI,49412,Y,Y,0.0,0.0,0.0,8.0,0.0,0.0,0.0,19.0,0.0,0.0,,77.0,,,,,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,Y,N,N,N,Y,N,N,,,,0.0,7.0,0.0,2.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,103.9,0.0,0.0,Newaygo,N,N,POINT (-85.913813 43.467028)
151522,2020-11-01,235384,SCHNEPP SENIOR CARE AND REHAB CENTER,427 E WASHINGTON,SAINT LOUIS,MI,48880,Y,Y,1.0,6.0,4.0,9.0,0.0,1.0,0.0,24.0,1.0,1.0,97.0,78.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,N,2.0,14.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,115.4,12.8,11.1,Gratiot,Y,N,POINT (-84.601022 43.407847)
151531,2020-11-01,235028,HURON CO MED CARE FACILITY,1116 S VAN DYKE RD,BAD AXE,MI,48413,Y,Y,0.0,1.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,112.0,94.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,N,Y,1.0,2.0,Y,0.0,5.0,5.0,46.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,42.6,0.0,0.0,Huron,N,N,POINT (-83.032409 43.802343)
151545,2020-11-01,235367,NORLITE NURSING CENTER,701 HOMESTEAD ST,MARQUETTE,MI,49855,Y,Y,0.0,0.0,0.0,53.0,0.0,1.0,0.0,13.0,0.0,66.0,99.0,59.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,N,Y,1.0,13.0,Y,1.0,12.0,0.0,14.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,898.3,1118.6,124.5,Marquette,N,N,POINT (-87.409126 46.541158)
151550,2020-11-01,235519,KING NURSING & REHABILITATION COMMUNITY,2280 TOWER HILL RD,HOUGHTON LAKE,MI,48629,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,61.0,42.0,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,N,N,Y,1.0,41.0,Y,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Roscommon,N,N,POINT (-84.753396 44.300767)
151618,2020-11-01,235350,MEDILODGE OF GAYLORD,508 RANDOM LANE,GAYLORD,MI,49735,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,92.0,68.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,3.0,Y,1.0,1.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,17.0,0.0,Y,Y,0.0,0.0,,Otsego,N,N,POINT (-84.681404 45.037567)
151643,2020-11-01,235004,SKLD MUSKEGON,1061 W HACKLEY AVE,MUSKEGON,MI,49441,Y,N,0.0,38.0,1.0,45.0,0.0,12.0,25.0,68.0,32.0,56.0,93.0,78.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,N,,,,0.0,48.0,0.0,16.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,576.9,717.9,124.4,Muskegon,N,N,POINT (-86.26956000000001 43.212683)
151646,2020-11-01,235330,MEDILODGE OF LIVINGSTON,3003 W GRAND RIVER,HOWELL,MI,48843,Y,Y,0.0,19.0,0.0,24.0,0.0,0.0,0.0,42.0,0.0,18.0,125.0,73.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,1.0,26.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22.0,0.0,Y,Y,328.8,246.6,75.0,Livingston,N,N,POINT (-83.973171 42.620394)
151664,2020-11-01,235161,"ASPIRUS ONTONAGON HOSPITAL, INC",601 SEVENTH STREET,ONTONAGON,MI,49953,Y,Y,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,39.0,32.0,,,,,Y,N,N,N,N,N,N,>7 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,>7 DAYS,Y,N,N,N,N,Y,,,,,3.0,11.0,0.0,11.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Ontonagon,N,N,POINT (-88.40725 47.194364)
151690,2020-11-01,235023,HEARTLAND HEALTH CARE CENTER-BATTLE CREEK,200 E ROOSEVELT,BATTLE CREEK,MI,49017,Y,Y,0.0,23.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,65.0,46.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,2.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,21.7,0.0,0.0,Calhoun,N,N,POINT (-85.18055 42.339282)
151710,2020-11-01,235515,LAKEVIEW MANOR HEALTHCARE CENTER,408 N FIFTH AVE,TAWAS CITY,MI,48763,Y,Y,0.0,1.0,0.0,34.0,0.0,30.0,2.0,15.0,0.0,4.0,,55.0,,,,,Y,N,N,N,N,N,N,,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,,Y,Y,N,N,Y,N,Y,0.0,0.0,Y,0.0,31.0,2.0,26.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,618.2,72.7,11.8,Iosco,N,N,POINT (-83.522214 44.272803)
151730,2020-11-01,235427,AUTUMN WOODS RESIDENTIAL HLTH,29800 HOOVER RD,WARREN,MI,48093,Y,Y,0.0,62.0,0.0,102.0,0.0,57.0,2.0,146.0,0.0,66.0,293.0,213.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,N,Y,0.0,11.0,Y,0.0,38.0,4.0,95.0,0.0,0.0,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4.0,0.0,Y,Y,478.9,309.9,64.7,Macomb,N,N,POINT (-83.007153 42.512419)
151733,2020-11-01,235313,LAURELS OF SANDY CREEK (THE),425 E ELM ST,WAYLAND,MI,49348,Y,Y,0.0,0.0,0.0,0.0,0.0,10.0,2.0,15.0,0.0,0.0,,76.0,,,,,Y,N,N,N,N,N,N,,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,,Y,Y,N,N,Y,N,Y,3.0,0.0,Y,0.0,5.0,3.0,11.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Allegan,N,N,POINT (-85.63706500000002 42.678008)
151752,2020-11-01,235157,SANILAC MEDICAL CARE FACILITY,137 N ELK ST,SANDUSKY,MI,48471,Y,Y,0.0,0.0,4.0,10.0,0.0,15.0,0.0,16.0,0.0,0.0,104.0,60.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,Y,Y,N,Y,7.0,2.0,N,4.0,5.0,6.0,130.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,166.7,0.0,0.0,Sanilac,Y,N,POINT (-82.83059 43.425074)
151754,2020-11-01,235445,FAIRLANE SENIOR CARE AND REHAB CENTER,15750 JOY,DETROIT,MI,48228,Y,Y,0.0,20.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,205.0,0.0,,,,,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,5.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,33.3,Wayne,N,N,POINT (-83.20021000000001 42.358137)
151784,2020-11-01,235475,BEACONSHIRE NURSING CENTRE,21630 HESSEL,DETROIT,MI,48219,Y,Y,0.0,2.0,0.0,26.0,0.0,0.0,0.0,34.0,0.0,22.0,99.0,70.0,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,Y,N,N,,,,1.0,5.0,0.0,1.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,371.4,314.3,84.6,Wayne,N,N,POINT (-83.257194 42.441622)
151821,2020-11-01,235292,MEDILODGE OF SAULT STE MARIE,1011 MERIDIAN RD,SAULT SAINTE MARIE,MI,49783,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,106.0,60.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,1.0,0.0,Y,0.0,0.0,0.0,96.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Chippewa,N,N,POINT (-84.363989 46.490389)
151842,2020-11-01,235416,MEDILODGE OF STERLING,500 SCHOOL RD,STERLING,MI,48659,Y,Y,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,39.0,38.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,1.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,26.3,0.0,0.0,Arenac,N,N,POINT (-84.02726 44.098313)
151872,2020-11-01,235345,FROH COMMUNITY HOME,307 N FRANKS AVENUE,STURGIS,MI,49091,Y,Y,0.0,1.0,1.0,2.0,0.0,8.0,2.0,10.0,0.0,0.0,106.0,63.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,N,,,,2.0,10.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,31.7,0.0,0.0,St. Joseph,N,N,POINT (-85.398846 41.806374000000005)
151936,2020-11-01,235511,MISSION POINT NSG & PHY REHAB CTR OF ROSCOMMON,1290 E MICHIGAN HWY,ROSCOMMON,MI,48653,Y,Y,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,39.0,29.0,,,,,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,0.0,1.0,22.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Roscommon,N,N,
151942,2020-11-01,235433,GREENFIELD REHAB AND NURSING CENTER,3030 GREENFIELD AVE,ROYAL OAK,MI,48073,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,126.0,74.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,3.0,1.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Oakland,N,N,POINT (-83.203458 42.511034)
151949,2020-11-01,235359,FAITH HAVEN SENIOR CARE CENTRE,6531 W MICHIGAN AVENUE,JACKSON,MI,49201,Y,Y,0.0,1.0,16.0,17.0,0.0,4.0,0.0,7.0,0.0,0.0,83.0,57.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,Y,Y,N,Y,0.0,0.0,Y,3.0,4.0,7.0,15.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,298.2,0.0,0.0,Jackson,Y,N,POINT (-84.514519 42.252951)
152005,2020-11-01,235429,THE VILLA AT THE BAY,1500 SPRING ST,PETOSKEY,MI,49770,Y,Y,0.0,0.0,1.0,1.0,1.0,3.0,3.0,515.0,0.0,0.0,110.0,78.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,4.0,31.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,12.8,0.0,0.0,Emmet,N,Y,POINT (-84.970815 45.360964)
152074,2020-11-01,235482,FENTON HEALTHCARE,512 BEACH ST,FENTON,MI,48430,Y,Y,0.0,2.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,,68.0,,,,,Y,N,N,N,N,N,N,,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,,Y,N,N,Y,N,N,Y,0.0,0.0,Y,1.0,5.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,58.8,29.4,50.0,Genesee,N,N,POINT (-83.713564 42.80103)
152090,2020-11-01,235480,ADVANTAGE LIVING CENTER - HARPER WOODS,19840 HARPER AVE,HARPER WOODS,MI,48225,Y,Y,0.0,46.0,0.0,21.0,0.0,2.0,0.0,62.0,0.0,23.0,151.0,96.0,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,5.0,135.0,Y,0.0,39.0,0.0,31.0,0.0,5.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,218.8,239.6,109.5,Wayne,N,N,POINT (-82.92137400000001 42.435021)
152127,2020-11-01,235545,REGENCY AT WHITMORE LAKE,8633 N MAIN ST,WHITMORE LAKE,MI,48189,Y,Y,0.0,2.0,0.0,24.0,2.0,28.0,1.0,19.0,0.0,0.0,,114.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,N,Y,0.0,0.0,Y,0.0,2.0,1.0,18.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,210.5,0.0,0.0,Washtenaw,N,N,
152161,2020-11-01,235541,THE LODGE AT TAYLOR,22950 NORTHLINE RD,TAYLOR,MI,48180,Y,N,26.0,155.0,0.0,11.0,0.0,0.0,2.0,33.0,2.0,15.0,144.0,107.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,1.0,0.0,Y,1.0,16.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,102.8,140.2,136.4,Wayne,N,N,POINT (-83.25809600000001 42.212233)
152182,2020-11-01,235555,CANTERBURY ON THE LAKE,5601 HATCHERY RD,WATERFORD,MI,48329,Y,Y,0.0,0.0,1.0,4.0,0.0,8.0,0.0,11.0,0.0,2.0,128.0,77.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,Y,N,Y,16.0,19.0,Y,2.0,26.0,0.0,525.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,51.9,26.0,50.0,Oakland,N,N,POINT (-83.399239 42.674669)
