,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
190837,2020-12-13,235259,WARREN WOODS HEALTH AND REHABILITATION CENTER,11525 E TEN MILE RD,WARREN,MI,48089,Y,Y,0.0,0.0,0.0,39.0,,1.0,2.0,42.0,0.0,21.0,178.0,128.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,78.0,,0.0,12.0,0.0,0.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,304.7,164.1,53.8,Macomb,N,N,POINT (-83.007658 42.477847),Week 30 - Dec 13
190930,2020-12-13,235192,ASCENSION STANDISH HOSPITAL & SKILLED NURSING FAC,805 W CEDAR,STANDISH,MI,48658,Y,Y,0.0,8.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,22.0,19.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,0.0,16.0,0.0,0.0,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Arenac,N,N,POINT (-83.969352 43.98283),Week 30 - Dec 13
190936,2020-12-13,235002,OCEANA CO MD CARE FACILITY,701 E MAIN ST,HART,MI,49420,Y,Y,0.0,2.0,3.0,45.0,,43.0,4.0,26.0,4.0,9.0,115.0,72.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,53.0,10.0,,7.0,74.0,0.0,179.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,41.7,55.6,625.0,125.0,20.0,Oceana,Y,N,POINT (-86.354034 43.702837),Week 30 - Dec 13
191104,2020-12-13,235302,"LAURELS OF COLDWATER,THE",90 N MICHIGAN AVE,COLDWATER,MI,49036,Y,Y,1.0,6.0,2.0,96.0,,58.0,5.0,39.0,5.0,17.0,,109.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,4.0,,2.0,42.0,0.0,19.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,18.3,45.9,880.7,156.0,17.7,Branch,N,N,POINT (-84.980906 41.940512),Week 30 - Dec 13
191224,2020-12-13,235349,MISSION POINT NSG & PHY REHAB CTR OF ISHPEMING,435 STONEVILLE RD,ISHPEMING,MI,49849,Y,Y,1.0,3.0,35.0,38.0,,0.0,5.0,103.0,5.0,5.0,96.0,46.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,6.0,1.0,,13.0,22.0,0.0,1.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,760.9,108.7,826.1,108.7,13.2,Marquette,Y,N,POINT (-87.71849200000001 46.479186),Week 30 - Dec 13
191298,2020-12-13,235365,SKLD LIVONIA,29270 MORLOCK,LIVONIA,MI,48152,Y,Y,0.0,11.0,0.0,38.0,,1.0,0.0,48.0,0.0,24.0,110.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.0,0.0,0.0,0.0,0.0,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,457.8,289.2,63.2,Wayne,,,POINT (-83.334193 42.439839),Week 30 - Dec 13
191312,2020-12-13,235020,MICHIGAN MASONIC HOME,1200 WRIGHT AVE,ALMA,MI,48801,Y,Y,2.0,8.0,5.0,22.0,,9.0,4.0,33.0,4.0,7.0,204.0,131.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,57.0,241.0,,16.0,33.0,0.0,31.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4.0,0.0,Y,N,38.2,30.5,167.9,53.4,31.8,Gratiot,Y,N,POINT (-84.666734 43.387845),Week 30 - Dec 13
191382,2020-12-13,235058,LAPEER COUNTY MEDICAL CARE FAC,1455 SUNCREST DR,LAPEER,MI,48446,Y,Y,0.0,9.0,18.0,32.0,,43.0,1.0,70.0,1.0,3.0,202.0,182.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,29.0,12.0,,10.0,41.0,0.0,53.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,98.9,5.5,175.8,16.5,9.4,Lapeer,Y,N,POINT (-83.333651 43.066081),Week 30 - Dec 13
191415,2020-12-13,235035,SPECTRUM HEALTH REHAB AND NURSING CENTER,4118 KALAMAZOO AVE S E,GRAND RAPIDS,MI,49508,Y,Y,2.0,3.0,0.0,11.0,,13.0,1.0,2.0,0.0,1.0,165.0,121.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,55.0,0.0,72.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,90.9,8.3,9.1,Kent,N,N,POINT (-85.626266 42.888607),Week 30 - Dec 13
191451,2020-12-13,235032,SKLD IONIA,814 E LINCOLN AVE,IONIA,MI,48846,Y,Y,0.0,0.0,2.0,9.0,,0.0,0.0,115.0,0.0,0.0,107.0,75.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,3.0,26.0,0.0,10.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,26.7,0.0,120.0,0.0,0.0,Ionia,N,N,POINT (-85.043907 42.987357),Week 30 - Dec 13
191454,2020-12-13,235270,SOUTH HAVEN NURSING AND REHABILITATION COMMUNITY,850 PHILLIPS,SOUTH HAVEN,MI,49090,Y,Y,0.0,0.0,0.0,45.0,,6.0,16.0,27.0,3.0,11.0,70.0,37.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,91.0,,3.0,42.0,0.0,10.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,81.1,1216.2,297.3,24.4,Van Buren,N,N,POINT (-86.26592 42.394001),Week 30 - Dec 13
191636,2020-12-13,235245,BRITTANY MANOR,3615 E ASHMAN ST,MIDLAND,MI,48642,Y,Y,0.0,0.0,0.0,7.0,,21.0,1.0,35.0,0.0,0.0,,90.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,16.0,1.0,,0.0,13.0,0.0,81.0,0.0,0.0,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,77.8,0.0,0.0,Midland,N,N,POINT (-84.182943 43.626547),Week 30 - Dec 13
191645,2020-12-13,235205,SPECTRUM HEALTH - REED CITY CA,300 NORTH PATTERSON RD,REED CITY,MI,49677,Y,Y,0.0,1.0,0.0,8.0,,4.0,0.0,2.0,0.0,1.0,50.0,36.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,22.0,0.0,28.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,222.2,27.8,12.5,Osceola,N,N,POINT (-85.522916 43.87848000000001),Week 30 - Dec 13
191663,2020-12-13,235120,MARYCREST MANOR,15475 MIDDLEBELT RD,LIVONIA,MI,48154,Y,Y,0.0,7.0,1.0,13.0,,4.0,0.0,34.0,0.0,3.0,98.0,63.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,21.0,0.0,,0.0,27.0,0.0,13.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,15.9,0.0,206.3,47.6,23.1,Wayne,N,N,POINT (-83.334602 42.400466),Week 30 - Dec 13
191695,2020-12-13,235157,SANILAC MEDICAL CARE FACILITY,137 N ELK ST,SANDUSKY,MI,48471,Y,Y,0.0,12.0,0.0,23.0,,15.0,1.0,19.0,0.0,2.0,104.0,62.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,5.0,,0.0,28.0,0.0,151.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,371.0,32.3,8.7,Sanilac,N,N,POINT (-82.83059 43.425074),Week 30 - Dec 13
191698,2020-12-13,235335,GLADWIN NURSING AND REHABILITATION COMMUNITY,3270 PRATT LAKE RD,GLADWIN,MI,48624,Y,Y,0.0,0.0,0.0,10.0,,3.0,0.0,2.0,0.0,0.0,60.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,16.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,243.9,0.0,0.0,Gladwin,,,POINT (-84.497743 44.00892),Week 30 - Dec 13
191724,2020-12-13,235313,LAURELS OF SANDY CREEK (THE),425 E ELM ST,WAYLAND,MI,49348,Y,Y,0.0,0.0,0.0,0.0,,10.0,2.0,20.0,0.0,0.0,,73.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,5.0,,2.0,10.0,0.0,15.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Allegan,N,N,POINT (-85.63706500000002 42.678008),Week 30 - Dec 13
191764,2020-12-13,235282,MEDILODGE OF KALAMAZOO,1701 S 11TH ST,KALAMAZOO,MI,49009,Y,Y,0.0,12.0,0.0,58.0,,18.0,2.0,39.0,0.0,27.0,111.0,37.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,73.0,244.0,,4.0,48.0,0.0,36.0,0.0,0.0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1567.6,729.7,46.6,Kalamazoo,N,N,POINT (-85.658038 42.273139),Week 30 - Dec 13
191911,2020-12-13,235013,FAIRVIEW NURSING AND REHABILITATION COMMUNITY,441 E MAIN ST,CENTREVILLE,MI,49032,Y,Y,0.0,2.0,6.0,21.0,,0.0,2.0,13.0,0.0,0.0,64.0,45.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,36.0,114.0,,2.0,4.0,0.0,5.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,,,,,133.3,0.0,466.7,0.0,0.0,St. Joseph,Y,N,POINT (-85.516445 41.92369200000001),Week 30 - Dec 13
191997,2020-12-13,235377,VALLEY VIEW CARE CENTER,1050 FOUR MILE NW,GRAND RAPIDS,MI,49544,Y,Y,0.0,6.0,0.0,58.0,,7.0,0.0,19.0,0.0,18.0,139.0,98.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,57.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,591.8,183.7,31.0,Kent,N,N,POINT (-85.695375 43.029155),Week 30 - Dec 13
192034,2020-12-13,235374,WEST OAKS SENIOR CARE & REHAB CENTER,22355 W EIGHT MILE RD,DETROIT,MI,48219,Y,Y,0.0,3.0,0.0,3.0,,1.0,0.0,18.0,0.0,16.0,102.0,76.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,21.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,39.5,210.5,533.3,Wayne,N,N,POINT (-83.264231 42.443115),Week 30 - Dec 13
192065,2020-12-13,235184,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,3011 N CENTER RD,FLINT,MI,48506,Y,Y,0.0,11.0,0.0,11.0,,29.0,1.0,23.0,0.0,5.0,117.0,68.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,76.0,0.0,14.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,161.8,73.5,45.5,Genesee,N,N,POINT (-83.635658 43.042566),Week 30 - Dec 13
192155,2020-12-13,235367,NORLITE NURSING CENTER,701 HOMESTEAD ST,MARQUETTE,MI,49855,Y,Y,0.0,0.0,0.0,0.0,,3.0,0.0,4.0,0.0,2.0,99.0,57.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,8.0,,0.0,6.0,0.0,8.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,35.1,,Marquette,N,N,POINT (-87.409126 46.541158),Week 30 - Dec 13
192166,2020-12-13,235372,THE BAY AT CRANBROOK HEALTH & REHABILITATION CTR,5000 E SEVEN MILE RD,DETROIT,MI,48234,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne,,,POINT (-83.053844 42.433338),Week 30 - Dec 13
192204,2020-12-13,235373,NORTH OTTAWA CARE CENTER,18525 WOODLAND RIDGE DRIVE,SPRING LAKE,MI,49456,Y,N,0.0,0.0,0.0,4.0,,3.0,24.0,109.0,0.0,0.0,84.0,55.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,2.0,,2.0,14.0,0.0,5.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,72.7,0.0,0.0,Ottawa,N,N,POINT (-86.239029 43.093319),Week 30 - Dec 13
192367,2020-12-13,235359,FAITH HAVEN SENIOR CARE CENTRE,6531 W MICHIGAN AVENUE,JACKSON,MI,49201,Y,Y,0.0,5.0,0.0,44.0,,4.0,2.0,18.0,2.0,8.0,83.0,41.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,18.0,0.0,28.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,48.8,1073.2,195.1,18.2,Jackson,N,N,POINT (-84.514519 42.252951),Week 30 - Dec 13
192515,2020-12-13,235633,BEACON HILL AT EASTGATE,1845 BOSTON BLVD S E,GRAND RAPIDS,MI,49506,Y,Y,0.0,9.0,0.0,1.0,,0.0,0.0,90.0,0.0,0.0,29.0,23.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,4.0,,0.0,7.0,0.0,5.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,43.5,0.0,0.0,Kent,N,N,POINT (-85.623159 42.934359),Week 30 - Dec 13
192545,2020-12-13,235592,HURON WOODS NURSING CENTER,1395 S HURON RD,KAWKAWLIN,MI,48631,Y,Y,2.0,4.0,6.0,20.0,,0.0,0.0,29.0,0.0,0.0,60.0,42.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,6.0,5.0,,2.0,12.0,0.0,0.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,142.9,0.0,476.2,0.0,0.0,Bay,Y,N,POINT (-83.968173 43.698814),Week 30 - Dec 13
192637,2020-12-13,235520,PROMEDICA MONROE SKILLED NURSING AND REHAB,700 STEWART RD,MONROE,MI,48161,Y,Y,0.0,2.0,0.0,4.0,,26.0,0.0,35.0,0.0,1.0,89.0,71.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,5.0,,3.0,16.0,0.0,33.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,56.3,14.1,25.0,Monroe,N,N,POINT (-83.396249 41.937243),Week 30 - Dec 13
192645,2020-12-13,235440,HOLLAND HOME - RAYBROOK MANOR,2121 RAYBROOK SE,GRAND RAPIDS,MI,49546,Y,Y,0.0,5.0,4.0,25.0,,21.0,2.0,43.0,1.0,9.0,101.0,66.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,4.0,35.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,60.6,15.2,378.8,136.4,36.0,Kent,Y,N,POINT (-85.58813 42.922833),Week 30 - Dec 13
192662,2020-12-13,235547,"LAKEPOINTE SENIOR CARE AND REHAB CENTER, L L C",37700 HARPER AVENUE,CLINTON TOWNSHIP,MI,48036,Y,Y,0.0,27.0,0.0,21.0,,12.0,1.0,36.0,0.0,11.0,134.0,102.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,37.0,0.0,35.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,205.9,107.8,52.4,Macomb,N,N,POINT (-82.871417 42.573959),Week 30 - Dec 13
192671,2020-12-13,235663,NOTTING HILL OF WEST BLOOMFIELD,6535 DRAKE ROAD,WEST BLOOMFIELD,MI,48322,Y,Y,0.0,8.0,2.0,21.0,,2.0,1.0,21.0,1.0,5.0,,89.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,4.0,,2.0,10.0,0.0,18.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,22.5,11.2,236.0,56.2,23.8,Oakland,N,N,POINT (-83.399923 42.540603),Week 30 - Dec 13
192707,2020-12-13,235434,BRONSON COMMONS,23332 RED ARROW HIGHWAY,MATTAWAN,MI,49071,Y,Y,0.0,4.0,0.0,9.0,,5.0,1.0,16.0,0.0,0.0,100.0,82.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,33.0,0.0,45.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,109.8,0.0,0.0,Van Buren,N,N,POINT (-85.779404 42.238563),Week 30 - Dec 13
192715,2020-12-13,235714,WINDEMERE PARK HEALTH AND REHAB CENTER,31800 VAN DYKE AVENUE,WARREN,MI,48093,Y,Y,0.0,0.0,3.0,53.0,,0.0,1.0,2.0,0.0,3.0,92.0,41.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,43.0,142.0,,10.0,51.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,73.2,0.0,1292.7,73.2,5.7,Macomb,Y,N,POINT (-83.0291 42.527135),Week 30 - Dec 13
192732,2020-12-13,235428,HEARTLAND HEALTH CARE CENTER-DEARBORN HEIGHTS,26001 FORD RD,DEARBORN HEIGHTS,MI,48127,Y,Y,0.0,28.0,2.0,9.0,,12.0,2.0,9.0,1.0,3.0,124.0,58.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,13.0,,3.0,37.0,0.0,10.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,34.5,17.2,155.2,51.7,33.3,Wayne,N,N,POINT (-83.294441 42.32652000000001),Week 30 - Dec 13
192789,2020-12-13,235606,FISHER SENIOR CARE AND REHAB,521 OHMER RD,MAYVILLE,MI,48744,Y,Y,0.0,0.0,0.0,0.0,,13.0,0.0,7.0,0.0,0.0,53.0,38.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,6.0,0.0,23.0,0.0,0.0,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Tuscola,N,N,POINT (-83.344986 43.337105),Week 30 - Dec 13
192807,2020-12-13,235706,REGENCY AT LANSING WEST,12200 BROADBENT,LANSING,MI,48917,Y,Y,0.0,3.0,9.0,37.0,,29.0,1.0,15.0,1.0,3.0,,89.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,31.0,165.0,,11.0,30.0,0.0,92.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,101.1,11.2,415.7,33.7,8.1,Eaton,Y,N,POINT (-84.681494 42.743772),Week 30 - Dec 13
192809,2020-12-13,235446,AUTUMNWOOD OF DECKERVILLE,3387 ELLA ST,DECKERVILLE,MI,48427,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanilac,,,POINT (-82.736445 43.525385),Week 30 - Dec 13
192847,2020-12-13,235614,COVENANT VILLAGE OF THE GREAT LAKES,2520 LAKE MICHIGAN DRIVE NW,GRAND RAPIDS,MI,49504,Y,Y,0.0,0.0,0.0,4.0,,0.0,3.0,6.0,0.0,0.0,37.0,28.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,142.9,0.0,0.0,Kent,N,N,POINT (-85.729539 42.971642),Week 30 - Dec 13
192882,2020-12-13,235489,THE VILLA AT GREEN LAKE ESTATES,6470 ALDEN DR,ORCHARD LAKE,MI,48324,Y,Y,0.0,4.0,0.0,30.0,,27.0,3.0,40.0,0.0,11.0,85.0,65.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,6.0,21.0,,0.0,13.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,461.5,169.2,36.7,Oakland,N,N,POINT (-83.412669 42.592632),Week 30 - Dec 13
192909,2020-12-13,235498,"BOULEVARD TEMPLE CARE CENTER, LLC",2567 WEST GRAND BOULEVARD,DETROIT,MI,48208,Y,Y,0.0,20.0,0.0,40.0,,17.0,1.0,17.0,0.0,3.0,,80.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,5.0,,1.0,20.0,0.0,37.0,0.0,0.0,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,500.0,37.5,7.5,Wayne,N,N,POINT (-83.091363 42.363583),Week 30 - Dec 13
192954,2020-12-13,235585,"COVENANT MEDICAL CENTER,  INC",515 N. MICHIGAN,SAGINAW,MI,48602,Y,Y,4.0,15.0,0.0,6.0,,1.0,2.0,3.0,2.0,2.0,20.0,10.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,13.0,0.0,14.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,200.0,600.0,200.0,33.3,Saginaw,N,N,POINT (-83.95994800000001 43.420514),Week 30 - Dec 13
193103,2020-12-13,235414,THE VILLA AT WEST BRANCH,445 S VALLEY ST,WEST BRANCH,MI,48661,Y,Y,5.0,20.0,0.0,56.0,,32.0,1.0,44.0,1.0,8.0,70.0,48.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,4.0,17.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,20.8,1166.7,166.7,14.3,Ogemaw,N,N,POINT (-84.230672 44.272658),Week 30 - Dec 13
