Facility Name,Facility Name Normalized,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
Bay Valley AFC Inc.,BAY VALLEY AFC,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,86
Bay Valley AFC Inc.,BAY VALLEY AFC,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,86
Bayfield Assisted Living,BAYFIELD ASSISTED LIVING,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,39
Bayfield Assisted Living,BAYFIELD ASSISTED LIVING,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,39
Brookdale Bay City AL (MI),BROOKDALE BAY CITY AL (MI),,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,51
Brookdale Bay City AL (MI),BROOKDALE BAY CITY AL (MI),,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,51
Brookdale Bay City MC (MI),BROOKDALE BAY CITY MC (MI),,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,51
Brookdale Bay City MC (MI),BROOKDALE BAY CITY MC (MI),,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,51
Caretel Inns of Tricities,CARETEL INNS OF TRICITIES,CARETEL INNS OF TRICITIES,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARETEL INNS OF TRICITIES,100
Caretel Inns of Tricities,CARETEL INNS OF TRICITIES,CARETEL INNS OF TRICITIES,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARETEL INNS OF TRICITIES,100
Charter Senior Living at Bay City 1,CHARTER SENIOR LIVING AT BAY CITY 1,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY SHORES NURSING CARE CENTER,55
Charter Senior Living at Bay City 1,CHARTER SENIOR LIVING AT BAY CITY 1,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY SHORES NURSING CARE CENTER,55
Charter Senior Living at Bay City 2,CHARTER SENIOR LIVING AT BAY CITY 2,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY SHORES NURSING CARE CENTER,55
Charter Senior Living at Bay City 2,CHARTER SENIOR LIVING AT BAY CITY 2,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY SHORES NURSING CARE CENTER,55
Close To Home Assisted Living Hampton,CLOSE TO HOME ASSISTED LIVING HAMPTON,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - HAMPTON,49
Close To Home Assisted Living Hampton,CLOSE TO HOME ASSISTED LIVING HAMPTON,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - HAMPTON,49
Close To Home Assisted Living Riegel,CLOSE TO HOME ASSISTED LIVING RIEGEL,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY SHORES NURSING CARE CENTER,39
Close To Home Assisted Living Riegel,CLOSE TO HOME ASSISTED LIVING RIEGEL,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY SHORES NURSING CARE CENTER,39
Close To Home Assisted Living Riegel II,CLOSE TO HOME ASSISTED LIVING RIEGEL II,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARETEL INNS OF TRICITIES,41
Close To Home Assisted Living Riegel II,CLOSE TO HOME ASSISTED LIVING RIEGEL II,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARETEL INNS OF TRICITIES,41
Country Square AFC,COUNTRY SQUARE AFC,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,52
Country Square AFC,COUNTRY SQUARE AFC,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,52
Heartland HCC - Hampton,HEARTLAND HEALTH CARE CENTER - HAMPTON,HEARTLAND HEALTH CARE CENTER - HAMPTON,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - HAMPTON,100
Heartland HCC - Hampton,HEARTLAND HEALTH CARE CENTER - HAMPTON,HEARTLAND HEALTH CARE CENTER - HAMPTON,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - HAMPTON,100
Huron Woods Nursing Center,HURON WOODS NURSING CENTER,HURON WOODS NURSING CENTER,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HURON WOODS NURSING CENTER,100
Huron Woods Nursing Center,HURON WOODS NURSING CENTER,HURON WOODS NURSING CENTER,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HURON WOODS NURSING CENTER,100
Leighton House Inn Bay City,LEIGHTON HOUSE INN BAY CITY,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE CARRIAGE HOUSE OF BAY CITY,67
Leighton House Inn Bay City,LEIGHTON HOUSE INN BAY CITY,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE CARRIAGE HOUSE OF BAY CITY,67
Monet House Inn Bay City,MONET HOUSE INN BAY CITY,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE CARRIAGE HOUSE OF BAY CITY,70
Monet House Inn Bay City,MONET HOUSE INN BAY CITY,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE CARRIAGE HOUSE OF BAY CITY,70
New Hope Bay,NEW HOPE BAY,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,86
New Hope Bay,NEW HOPE BAY,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,86
New Hope Bay West,NEW HOPE BAY WEST,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,86
New Hope Bay West,NEW HOPE BAY WEST,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,86
Plainview Assisted Living,PLAINVIEW ASSISTED LIVING,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARETEL INNS OF TRICITIES,38
Plainview Assisted Living,PLAINVIEW ASSISTED LIVING,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARETEL INNS OF TRICITIES,38
Rachel Sovereign Memorial Home,RACHEL SOVEREIGN MEMORIAL HOME,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - HAMPTON,41
Rachel Sovereign Memorial Home,RACHEL SOVEREIGN MEMORIAL HOME,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - HAMPTON,41
Sheffield Bay,SHEFFIELD BAY,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,86
Sheffield Bay,SHEFFIELD BAY,,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY COUNTY MEDICAL CARE FACILITY,86
The Carriage House of Bay City,THE CARRIAGE HOUSE OF BAY CITY,THE CARRIAGE HOUSE OF BAY CITY,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE CARRIAGE HOUSE OF BAY CITY,100
The Carriage House of Bay City,THE CARRIAGE HOUSE OF BAY CITY,THE CARRIAGE HOUSE OF BAY CITY,20201112,MI,BAY,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE CARRIAGE HOUSE OF BAY CITY,100
Crystal View AFC,CRYSTAL VIEW AFC,,20201112,MI,BENZIE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLES BENZIE CO MEDICAL CARE,38
Crystal View AFC,CRYSTAL VIEW AFC,,20201112,MI,BENZIE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLES BENZIE CO MEDICAL CARE,38
Maples Benzie Co Medical Care,MAPLES BENZIE CO MEDICAL CARE,MAPLES BENZIE CO MEDICAL CARE,20201112,MI,BENZIE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLES BENZIE CO MEDICAL CARE,100
Maples Benzie Co Medical Care,MAPLES BENZIE CO MEDICAL CARE,MAPLES BENZIE CO MEDICAL CARE,20201112,MI,BENZIE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPLES BENZIE CO MEDICAL CARE,100
Paul Oliver Memorial Hospital LTCU,PAUL OLIVER MEMORIAL HOSPITAL LTCU,PAUL OLIVER MEMORIAL HOSPITAL LTCU,20201112,MI,BENZIE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUL OLIVER MEMORIAL HOSPITAL LTCU,100
Paul Oliver Memorial Hospital LTCU,PAUL OLIVER MEMORIAL HOSPITAL LTCU,PAUL OLIVER MEMORIAL HOSPITAL LTCU,20201112,MI,BENZIE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUL OLIVER MEMORIAL HOSPITAL LTCU,100
Beacon Home at Beacon Springs East,BEACON HOME AT BEACON SPRINGS EAST,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,48
Beacon Home at Beacon Springs East,BEACON HOME AT BEACON SPRINGS EAST,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,48
Beacon Home at Beacon Springs West,BEACON HOME AT BEACON SPRINGS WEST,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST WOODS OF BRIDGMAN,86
Beacon Home at Beacon Springs West,BEACON HOME AT BEACON SPRINGS WEST,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST WOODS OF BRIDGMAN,86
Blessed Home AFC,BLESSED HOME AFC,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET OF NILES-NURSING AND REHABILITATION CENTER,38
Blessed Home AFC,BLESSED HOME AFC,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET OF NILES-NURSING AND REHABILITATION CENTER,38
Brentwood at Niles,BRENTWOOD AT NILES,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET OF NILES-NURSING AND REHABILITATION CENTER,86
Brentwood at Niles,BRENTWOOD AT NILES,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET OF NILES-NURSING AND REHABILITATION CENTER,86
Bridgman Retirement Home #2,BRIDGMAN RETIREMENT HOME #2,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST WOODS OF BRIDGMAN,51
Bridgman Retirement Home #2,BRIDGMAN RETIREMENT HOME #2,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST WOODS OF BRIDGMAN,51
Buchanan Meadows Living Center #1,BUCHANAN MEADOWS LIVING CENTER #1,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,52
Buchanan Meadows Living Center #1,BUCHANAN MEADOWS LIVING CENTER #1,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,52
Buchanan Meadows Living Center #2,BUCHANAN MEADOWS LIVING CENTER #2,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,52
Buchanan Meadows Living Center #2,BUCHANAN MEADOWS LIVING CENTER #2,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,52
Caretel Inns Of Royalton - Bristol,CARETEL INNS OF ROYALTON - BRISTOL,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,86
Caretel Inns Of Royalton - Bristol,CARETEL INNS OF ROYALTON - BRISTOL,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,86
Caretel Inns Of Royalton Arlington,CARETEL INNS OF ROYALTON ARLINGTON,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,86
Caretel Inns Of Royalton Arlington,CARETEL INNS OF ROYALTON ARLINGTON,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,86
Caretel Inns Of Royalton  - Dover,CARETEL INNS OF ROYALTON  - DOVER,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,86
Caretel Inns Of Royalton  - Dover,CARETEL INNS OF ROYALTON  - DOVER,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,86
Caretel Inns of Royalton Eaton,CARETEL INNS OF ROYALTON EATON,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET OF NILES-NURSING AND REHABILITATION CENTER,86
Caretel Inns of Royalton Eaton,CARETEL INNS OF ROYALTON EATON,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET OF NILES-NURSING AND REHABILITATION CENTER,86
Chalet of Niles-Nursing and Rehab Center,CHALET OF NILES-NURSING AND REHABILITATION CENTER,CHALET OF NILES-NURSING AND REHABILITATION CENTER,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET OF NILES-NURSING AND REHABILITATION CENTER,100
Chalet of Niles-Nursing and Rehab Center,CHALET OF NILES-NURSING AND REHABILITATION CENTER,CHALET OF NILES-NURSING AND REHABILITATION CENTER,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET OF NILES-NURSING AND REHABILITATION CENTER,100
Coventry House Inn,COVENTRY HOUSE INN,COVENTRY HOUSE INN,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,100
Coventry House Inn,COVENTRY HOUSE INN,COVENTRY HOUSE INN,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,100
Forest Beach Home Inc,FOREST BEACH HOME,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,44
Forest Beach Home Inc,FOREST BEACH HOME,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,44
Fullerton House,FULLERTON HOUSE,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,52
Fullerton House,FULLERTON HOUSE,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,52
Golden Age Manor,GOLDEN AGE MANOR,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,60
Golden Age Manor,GOLDEN AGE MANOR,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,60
Golden Shore,GOLDEN SHORE,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,47
Golden Shore,GOLDEN SHORE,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,47
Hallmark Living--Benton Harbor,HALLMARK LIVING BENTON HARBOR,HALLMARK LIVING BENTON HARBOR,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,100
Hallmark Living--Benton Harbor,HALLMARK LIVING BENTON HARBOR,HALLMARK LIVING BENTON HARBOR,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,100
Harvest Home,HARVEST HOME,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,52
Harvest Home,HARVEST HOME,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,52
Pine Ridge - A Rehab & Nursing Center,PINE RIDGE - A REHABILITATION AND NURSING CENTER,PINE RIDGE - A REHABILITATION AND NURSING CENTER,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PINE RIDGE - A REHABILITATION AND NURSING CENTER,100
Pine Ridge - A Rehab & Nursing Center,PINE RIDGE - A REHABILITATION AND NURSING CENTER,PINE RIDGE - A REHABILITATION AND NURSING CENTER,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PINE RIDGE - A REHABILITATION AND NURSING CENTER,100
Riveridge Rehab. and Health Center,RIVERIDGE REHABILITATION AND HEALTH CENTER,RIVERIDGE REHABILITATION AND HEALTH CENTER,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERIDGE REHABILITATION AND HEALTH CENTER,100
Riveridge Rehab. and Health Center,RIVERIDGE REHABILITATION AND HEALTH CENTER,RIVERIDGE REHABILITATION AND HEALTH CENTER,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERIDGE REHABILITATION AND HEALTH CENTER,100
Royalton Manor,ROYALTON MANOR,ROYALTON MANOR,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,100
Royalton Manor,ROYALTON MANOR,ROYALTON MANOR,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,100
Serenity Shore Assisted Living Facility,SERENITY SHORE ASSISTED LIVING FACILITY,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,50
Serenity Shore Assisted Living Facility,SERENITY SHORE ASSISTED LIVING FACILITY,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENTRY HOUSE INN,50
The Willows Assisted Living #1,THE WILLOWS ASSISTED LIVING #1,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,44
The Willows Assisted Living #1,THE WILLOWS ASSISTED LIVING #1,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,44
The Willows Assisted Living #2,THE WILLOWS ASSISTED LIVING #2,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,44
The Willows Assisted Living #2,THE WILLOWS ASSISTED LIVING #2,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,44
The Willows Assisted Living #3,THE WILLOWS ASSISTED LIVING #3,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,44
The Willows Assisted Living #3,THE WILLOWS ASSISTED LIVING #3,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,44
The Willows Assisted Living #4,THE WILLOWS ASSISTED LIVING #4,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,44
The Willows Assisted Living #4,THE WILLOWS ASSISTED LIVING #4,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALLMARK LIVING BENTON HARBOR,44
West Woods of Bridgman,WEST WOODS OF BRIDGMAN,WEST WOODS OF BRIDGMAN,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST WOODS OF BRIDGMAN,100
West Woods of Bridgman,WEST WOODS OF BRIDGMAN,WEST WOODS OF BRIDGMAN,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST WOODS OF BRIDGMAN,100
West Woods of Niles,WEST WOODS OF NILES,WEST WOODS OF NILES,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST WOODS OF NILES,100
West Woods of Niles,WEST WOODS OF NILES,WEST WOODS OF NILES,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST WOODS OF NILES,100
Woodland Terrace - Dogwood Court,WOODLAND TERRACE - DOGWOOD COURT,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST WOODS OF BRIDGMAN,40
Woodland Terrace - Dogwood Court,WOODLAND TERRACE - DOGWOOD COURT,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST WOODS OF BRIDGMAN,40
Woodland Terrace - Magnolia Court,WOODLAND TERRACE - MAGNOLIA COURT,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,45
Woodland Terrace - Magnolia Court,WOODLAND TERRACE - MAGNOLIA COURT,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,45
Woodland Terrace at Longmeadow,WOODLAND TERRACE AT LONGMEADOW,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,45
Woodland Terrace at Longmeadow,WOODLAND TERRACE AT LONGMEADOW,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALTON MANOR,45
Woodland Terrace of Paw Paw Lake,WOODLAND TERRACE OF PAW PAW LAKE,,20201112,MI,BERRIEN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET OF NILES-NURSING AND REHABILITATION CENTER,86
