,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Geolocation
151,05/31/2020,265142,CHATEAU GIRARDEAU,3120 INDEPENDENCE STREET,CAPE GIRARDEAU,MO,63703.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-89.57195300000001 37.308054)
156,05/31/2020,265683,WINDSOR HEALTHCARE & REHAB CENTER,"809 WEST BENTON, PO BOX 5",WINDSOR,MO,65360.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,38.0,Y,N,Y,N,0.0,0.0,1.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,
157,05/31/2020,265716,MONTICELLO HOUSE,"1115 K LAND DRIVE, PO BOX 740",JACKSON,MO,63755.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-89.643059 37.370542)
160,05/31/2020,265795,KINGSWOOD,10000 WORNALL ROAD,KANSAS CITY,MO,64114.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,47.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,POINT (-94.596284 38.948645)
161,05/31/2020,265844,ROLLA HEALTH & REHABILITATION SUITES,1200 MCCUTCHEN ROAD,ROLLA,MO,65401.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-91.748048 37.952945)
162,05/31/2020,275103,CONTINENTAL CARE AND REHABILITATION,2400 CONTINENTAL DR,BUTTE,MT,59701.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-112.48715 45.988297)
165,05/31/2020,285132,"BCP MILFORD, LLC",1100 WEST 1ST STREET,MILFORD,NE,68405.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-97.060502 40.774327)
166,05/31/2020,285209,WAKEFIELD HEALTH CARE CENTER,306 ASH STREET,WAKEFIELD,NE,68784.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-96.872372 42.269158)
167,05/31/2020,285263,WESTFIELD QUALITY CARE OF AURORA,"PO BOX 166, 1313 1ST STREET",AURORA,NE,68818.0,N,,0.0,1.0,0.0,33.0,0.0,70.0,0.0,17.0,0.0,13.0,,,,,,,0.0,16.0,0.0,33.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,39.4,
168,05/31/2020,305058,SALEMHAVEN,23 GEREMONTY DRIVE,SALEM,NH,3079.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.20975500000002 42.782995)
169,05/31/2020,315013,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,1412 MARLTON PIKE,CHERRY HILL,NJ,8034.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.99266 39.910713)
171,05/31/2020,315185,"COMPLETE CARE AT LINWOOD, LLC",201 NEW ROAD AND CENTRAL AVE,LINWOOD,NJ,8221.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,05/31/2020,335130,THE GRAND REHABILITATION AND NURSING AT QUEENS,157 15 19TH AVENUE,WHITESTONE,NY,11357.0,N,,0.0,10.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
180,05/31/2020,335220,MERCY LIVING CENTER,114 WAWBEEK AVE,TUPPER LAKE,NY,12986.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.462597 44.216475)
181,05/31/2020,335266,"WOODCREST REHAB & RESIDENTIAL H C CENTER, L L C",119 09 26TH AVENUE,FLUSHING,NY,11354.0,N,,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
182,05/31/2020,335285,PINE VALLEY CENTER FOR REHABILITATION AND NURSING,661 N MAIN ST,SPRING VALLEY,NY,10977.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.037333 41.135852)
183,05/31/2020,335327,BRIDGE VIEW NURSING HOME,143 10 20TH AVE,WHITESTONE,NY,11357.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,200.0,165.0,Y,N,Y,N,3.0,4.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,
186,05/31/2020,335421,TARRYTOWN HALL CARE CENTER,20 WOOD COURT,TARRYTOWN,NY,10591.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.861467 41.080957)
188,05/31/2020,335505,HIGHLAND CARE CENTER,91 31 175TH STREET,JAMAICA,NY,11432.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,05/31/2020,335583,PROVIDENCE REST INC,3304 WATERBURY AVENUE,BRONX,NY,10465.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.817562 40.837167)
193,05/31/2020,335780,CASA PROMESA,308 EAST 175 STREET,BRONX,NY,10457.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.904049 40.846613000000005)
195,05/31/2020,345110,AUTUMN CARE OF WAYNESVILLE,360 OLD BALSAM ROAD,WAYNESVILLE,NC,28786.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-83.011072 35.460731)
196,05/31/2020,345198,ASTON PARK HEALTH CARE CENTER,380 BREVARD ROAD,ASHEVILLE,NC,28806.0,N,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-82.595517 35.562559)
198,05/31/2020,345367,GOLDEN YEARS NURSING HOME,7348 NORTH WEST STREET,FALCON,NC,28342.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.648497 35.194524)
201,05/31/2020,355114,NORTH DAKOTA VETERANS HOME,1600 VETERANS DRIVE,LISBON,ND,58054.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,47.0,Y,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,
205,05/31/2020,365574,CRANDALL NURSING HOME,800 S 15TH ST,SEBRING,OH,44672.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-81.01900600000002 40.91215900000001)
209,05/31/2020,365768,LOGAN ACRES,2739 COUNTY  ROAD 91,BELLEFONTAINE,OH,43311.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-83.801714 40.398756)
210,05/31/2020,365835,MORROW MANOR NURSING CENTER,ST RT 314 NORTH,CHESTERVILLE,OH,43317.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,05/31/2020,366131,BELLEVUE CARE CENTER,ONE AUDRICH SQUARE,BELLEVUE,OH,44811.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,05/31/2020,366277,BEL AIR CARE CENTER,2350 SOUTH CHERRY STREET,ALLIANCE,OH,44601.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,05/31/2020,375182,ENID SENIOR CARE,410 NORTH 30TH STREET,ENID,OK,73701.0,N,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-97.836807 36.400323)
220,05/31/2020,375502,HERITAGE MANOR,3804 NORTH BARR,OKLAHOMA CITY,OK,73122.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-97.605626 35.509436)
222,05/31/2020,385121,FRIENDSHIP HEALTH CENTER,3320 SE HOLGATE BLVD,PORTLAND,OR,97202.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-122.631133 45.490599)
223,05/31/2020,395042,SAINT MARY'S EAST,607 EAST 26TH STREET,ERIE,PA,16504.0,N,,0.0,91.0,0.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-80.059304 42.117191)
225,05/31/2020,395200,WALNUT CREEK HEALTHCARE AND REHABILITATION CENTER,4850 ZUCK ROAD,ERIE,PA,16506.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-80.120268 42.071685)
228,05/31/2020,395448,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-77.737445 41.326938)
229,05/31/2020,395484,KADIMA REHABILITATION & NURSING AT LUZERNE,463 NORTH HUNTER HWY,DRUMS,PA,18222.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-75.958094 41.049811)
230,05/31/2020,395506,KADIMA REHABILITATION & NURSING AT PALMYRA,341 NORTH RAILROAD ST,PALMYRA,PA,17078.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-76.599291 40.311575)
232,05/31/2020,395661,MEYERSDALE HEALTHCARE AND REHABILITATION CENTER,201 HOSPITAL DRIVE,MEYERSDALE,PA,15552.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-79.025892 39.808551)
233,05/31/2020,395741,RIDDLE MEMORIAL HOSP HB SNF,U.S. ROUTE 1,MEDIA,PA,19063.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,05/31/2020,395828,CAMBRIA CARE CENTER,429 MANOR DRIVE,EBENSBURG,PA,15931.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.701186 40.489678)
237,05/31/2020,396116,LITTLE SISTERS OF THE POOR,1028 BENTON AVENUE,PITTSBURGH,PA,15212.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-80.03391 40.488114)
239,05/31/2020,415096,BETHANY HOME OF RHODE ISLAND,111 SOUTH ANGELL STREET,PROVIDENCE,RI,2906.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.383212 41.829129)
240,05/31/2020,425403,PRESBYTERIAN HOME OF SC - FOOTHILLS,205 BUD NALLEY DRIVE,EASLEY,SC,29642.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-82.542002 34.797754)
242,05/31/2020,43A138,MEDICINE WHEEL VILLAGE,24266 AIRPORT ROAD  PO BOX 880,EAGLE BUTTE,SD,57625.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
244,05/31/2020,445157,CLAIBORNE AND HUGHES HLTH CNTR,200 STRAHL STREET,FRANKLIN,TN,37064.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-86.877603 35.91633)
247,05/31/2020,445328,FORT SANDERS TCU,1901 CLINCH AVE,KNOXVILLE,TN,37916.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-83.937134 35.95681)
248,05/31/2020,445366,W D BILL MANNING TENNESSEE STATE VETERANS HOME,2865 MAIN STREET,HUMBOLDT,TN,38343.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,140.0,106.0,Y,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,
249,05/31/2020,445401,AHC NORTHBROOKE,121 PHYSICIANS DR,JACKSON,TN,38305.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-88.851132 35.685862)
252,05/31/2020,455351,LEGACY NURSING AND REHABILITATION,2817 KENT STREET,BRYAN,TX,77802.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-96.343542 30.653425000000002)
255,05/31/2020,455601,ALVARADO LTC PARTNERS INC,101 N PARKWAY,ALVARADO,TX,76009.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-97.218112 32.407615)
262,05/31/2020,495190,CONSULATE HEALTHCARE OF WILLIAMSBURG,1811 JAMESTOWN ROAD,WILLIAMSBURG,VA,23185.0,N,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-76.765619 37.238692)
264,05/31/2020,495252,BATTLEFIELD PARK HEALTHCARE CENTER,250 FLANK ROAD,PETERSBURG,VA,23805.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-77.376515 37.189746)
267,05/31/2020,505355,ADVANCED POST ACUTE,414 - 17TH SOUTHEAST,AUBURN,WA,98002.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.0,61.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,
269,05/31/2020,505475,WESLEY HOMES HEALTH CENTER,1122 SOUTH 216TH STREET,DES MOINES,WA,98198.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-122.31898200000002 47.408407)
271,05/31/2020,515113,ST. MARY'S HOSPITAL,2900 FIRST STREET,HUNTINGTON,WV,25702.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-82.401335 38.431833)
273,05/31/2020,51E109,JACKIE WITHROW HOSPITAL,105 SOUTH EISENHOWER DRIVE,BECKLEY,WV,25801.0,N,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-81.167552 37.78139)
274,05/31/2020,525426,HILLVIEW HEALTH CARE CTR,3501 PARK LANE DR,LA CROSSE,WI,54601.0,N,,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-91.207304 43.77981)
277,05/31/2020,525531,CHRISTIAN HOME AND REHAB CTR,452 FOX LAKE ROAD,WAUPUN,WI,53963.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,0.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
279,05/31/2020,535021,WYOMING RETIREMENT CENTER,890 US HWY 20 SOUTH,BASIN,WY,82410.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,90.0,70.0,Y,N,Y,N,0.0,0.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,
281,05/31/2020,555140,THE BRADLEY COURT,675 E BRADLEY,EL CAJON,CA,92021.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.952251 32.819112000000004)
282,05/31/2020,555254,MEDICAL HILL HEALTHCARE CENTER,475 29TH STREET,OAKLAND,CA,94609.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-122.26630100000001 37.81799)
283,05/31/2020,555273,MANCHESTER MANOR CONV HOSPITAL,837 W. MANCHESTER AVE.,LOS ANGELES,CA,90044.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-118.28826799999999 33.960069)
284,05/31/2020,555467,MOUNTAINS COMMUNITY HOSP DPSNF,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352.0,N,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-117.167092 34.2659)
285,05/31/2020,555492,MIRAVILLA CARE CENTER,9246 AVENIDA MIRAVILLA,CHERRY VALLEY,CA,92223.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.96380499999998 33.986326)
287,05/31/2020,555791,BROOKDALE NORTHRIDGE,17650 DEVONSHIRE STREET,NORTHRIDGE,CA,91325.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-118.518992 34.257626)
290,05/31/2020,675020,GREENVILLE HEALTH & REHABILITATION CENTER,4910 WELLINGTON ST,GREENVILLE,TX,75402.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-96.126302 33.121945)
291,05/31/2020,675032,CEDAR HILL HEALTHCARE CENTER,230 S CLARK RD,CEDAR HILL,TX,75104.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-96.942563 32.586621)
292,05/31/2020,675084,TRINITY NURSING AND REHABILITATION OF GRANBURY LP,600 REUNION COURT,GRANBURY,TX,76048.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-97.781219 32.451681)
293,05/31/2020,675518,THE HILLTOP ON MAIN,1015 N MAIN,MERIDIAN,TX,76665.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-97.662235 31.930489000000005)
295,05/31/2020,675572,GLEN ROSE NURSING AND REHAB CENTER,1019 HOLDEN ST,GLEN ROSE,TX,76043.0,N,,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-97.746987 32.241388)
299,05/31/2020,675938,SHINER NURSING AND REHABILITATION CENTER INC,1213 N AVE B,SHINER,TX,77984.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-97.173695 29.436547999999995)
302,05/31/2020,675980,HILL COUNTRY NURSING AND REHAB,1505 W HWY 290,DRIPPING SPRINGS,TX,78620.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-98.108758 30.199760000000005)
304,05/31/2020,676193,THE WATERTON HEALTHCARE & REHABILITATION,2875 SHILOH ROAD,TYLER,TX,75703.0,N,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.265002 32.295289)
308,05/31/2020,255162,COUNTRYBROOK LIVING CENTER,525 BROOKMAN DRIVE,BROOKHAVEN,MS,39601.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,83.0,70.0,Y,Y,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,0.0,0.0,,POINT (-90.459363 31.589880000000004)
309,05/31/2020,056167,CENTINELA SKILLED NURSING & WELLNESS CENTRE WEST,950 FLOWER STREET,INGLEWOOD,CA,90301.0,Y,Y,0.0,1.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,8.0,59.0,43.0,Y,N,N,Y,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,93.0,186.0,200.0,POINT (-118.34743199999998 33.950785)
311,05/31/2020,035174,PARK AVENUE HEALTH AND REHABILITATION CENTER,2001 NORTH PARK AVENUE,TUCSON,AZ,85719.0,N,,0.0,1.0,0.0,15.0,0.0,7.0,0.0,4.0,0.0,3.0,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,POINT (-110.95683 32.246033)
314,05/31/2020,305099,WEBSTER AT RYE,795 WASHINGTON ROAD,RYE,NH,3870.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-70.784236 43.005768)
316,05/31/2020,015083,"ELBA NURSING AND REHABILITATION CENTER, LLC",987 DRAYTON STREET,ELBA,AL,36323.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,111.0,100.0,Y,Y,N,N,0.0,0.0,1.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-86.076329 31.429030999999995)
317,05/31/2020,195473,GUEST HOUSE (THE),10145 FLORIDA BLVD.,BATON ROUGE,LA,70815.0,Y,Y,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,123.0,Y,Y,Y,N,0.0,4.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,8.1,0.0,0.0,POINT (-91.07044900000001 30.457099)
320,05/31/2020,135052,COEUR D'ALENE HEALTH & REHABILITATION OF CASCADIA,2514 NORTH SEVENTH STREET,COEUR D'ALENE,ID,83814.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-116.775616 47.70024000000001)
321,05/31/2020,14E579,ROCK RIVER GARDENS,3601 SIXTEENTH AVENUE,STERLING,IL,61081.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,51.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-89.679005 41.822341)
323,05/31/2020,265516,GEORGIAN GARDENS CENTER FOR REHAB AND HEALTHCARE,1 GEORGIAN GARDENS DRIVE,POTOSI,MO,63664.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,79.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-90.771107 37.92612400000001)
325,05/31/2020,225253,HERITAGE HALL WEST,61 COOPER ST,AGAWAM,MA,1001.0,Y,Y,0.0,5.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,164.0,84.0,Y,Y,Y,N,0.0,0.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,35.7,23.8,66.7,POINT (-72.61862 42.081916)
327,05/31/2020,056195,LA BREA REHABILITATION CENTER,505 N. LA BREA AVENUE,LOS ANGELES,CA,90036.0,Y,Y,0.0,9.0,0.0,30.0,0.0,1.0,0.0,21.0,0.0,7.0,138.0,90.0,Y,N,Y,N,3.0,16.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,333.3,77.8,23.3,POINT (-118.34405 34.080353)
